s,C, C, m, Pa, 1 / m, 1 / m, kW, m, m, m ^ 2, m ^ 2,
Time,ULT_1,LLT_1,HGT_1,PRS_1,ULOD_1,LLOD_1,HRR_1,FLHGT_1,FBASE_1,FAREA_1,HVENT_1,
1800,1174.44075806056,988.335685814278,0.380477282988874,-6.36751204148837,2.3558337688446,0.431081593036652,2512.37037746179,3.35287134021157,0.3,2.25,1.52,
1820,1166.89207108944,978.05485398545,0.382748261043773,-6.37010765855089,2.3293890953064,0.428573757410049,2471.74771894644,3.31787957798454,0.3,2.25,1.52,
1840,1158.30075114536,969.898212799347,0.385188251656996,-6.37469555528196,2.30261063575745,0.425044357776642,2431.00649741751,3.28243738202005,0.3,2.25,1.52,
1860,1150.83102032483,960.808050689175,0.387168842925125,-6.37648293810727,2.28202843666077,0.423173546791077,2398.86612287829,3.25422508449613,0.3,2.25,1.52,
1880,1142.74475863002,951.083250535352,0.389567381079862,-6.37869454307824,2.25899934768677,0.420914143323898,2361.04034910695,3.22073015958771,0.3,2.25,1.52,
1900,1133.92250096199,940.426362556863,0.392266904190143,-6.38075151674555,2.23332405090332,0.418234825134277,2320.188436255,3.18419191996215,0.3,2.25,1.52,
1920,1124.52536047715,929.046700720939,0.395197343742866,-6.38242654359891,2.20635962486267,0.415356665849686,2277.82179492874,3.14588882856726,0.3,2.25,1.52,
1940,1115.99403975395,916.741950616407,0.397644784612006,-6.38108693263059,2.18418312072754,0.413835883140564,2244.64495242274,3.11559463385659,0.3,2.25,1.52,
1960,1107.01067316581,905.894427453271,0.400494687209755,-6.38164644574758,2.16127800941467,0.411550104618073,2206.70809067397,3.08062290713372,0.3,2.25,1.52,
1980,1097.3760334611,894.206922547276,0.403699978556339,-6.38188988560698,2.13555717468262,0.408726334571838,2165.7610171088,3.04246902234273,0.3,2.25,1.52,
2000,1087.1808395616,881.806977916285,0.407195344410549,-6.38158997521785,2.10831904411316,0.405606329441071,2123.13328682934,3.00228645153853,0.3,2.25,1.52,
2020,1077.04293977283,872.43263501154,0.410331702233827,-6.37995958176868,2.08348751068115,0.401778727769852,2086.31590051669,2.96718953536544,0.3,2.25,1.52,
2040,1069.29659518056,862.294070935163,0.413681707135514,-6.38214329200339,2.05840396881104,0.398346662521362,2048.82389195654,2.93106550877111,0.3,2.25,1.52,
2060,1059.34744185973,850.178461553767,0.417473752578849,-6.38051741498007,2.0321056842804,0.394979774951935,2008.11121327228,2.89138623724169,0.3,2.25,1.52,
2080,1048.70149901264,837.190175281781,0.421623932651631,-6.37804044362197,2.00440287590027,0.391330510377884,1965.69179632009,2.8495266767842,0.3,2.25,1.52,
2100,1027.73840233049,814.79156512435,0.426681418653023,-6.36900415559028,1.98664891719818,0.392847955226898,1924.66448228962,2.80852203337193,0.3,2.25,1.52,
2120,1013.13943466348,797.743433319935,0.430888271587693,-6.36065804230281,1.97026693820953,0.392819970846176,1888.05160897029,2.77148421552411,0.3,2.25,1.52,
2140,1000.32950887925,782.349423264501,0.435541192592049,-6.35299800720865,1.94767308235168,0.390648365020752,1847.91846697965,2.73038675393033,0.3,2.25,1.52,
2160,987.692844824349,771.042346381946,0.440646209060487,-6.35007319633399,1.92156732082367,0.385821849107742,1805.92640229556,2.68680826218282,0.3,2.25,1.52,
2180,976.732136834411,756.475297913184,0.44577255178237,-6.34143446456661,1.8924777507782,0.381210386753082,1762.90784501904,2.64152935229552,0.3,2.25,1.52,
2200,966.085508675695,743.172092545423,0.451156670393297,-6.33340309705887,1.86297857761383,0.376221150159836,1723.62464783344,2.59959931299461,0.3,2.25,1.52,
2220,954.912927504893,729.484847990231,0.45652635699769,-6.32413716032493,1.83753037452698,0.372142642736435,1685.0726321224,2.5578884889756,0.3,2.25,1.52,
2240,943.157977224731,715.075400467505,0.462526788398933,-6.31343496683012,1.80991923809052,0.367361307144165,1643.98556411954,2.51279968092059,0.3,2.25,1.52,
2260,930.929204212942,700.047797073898,0.469051389858642,-6.30100954322395,1.78076303005219,0.362019032239914,1601.58061725431,2.46554988299771,0.3,2.25,1.52,
2280,918.303576410806,684.510954891489,0.476066280141739,-6.28672042358778,1.75067031383514,0.356232821941376,1558.42454874857,2.41668599606907,0.3,2.25,1.52,
2300,905.173978864798,674.018889330112,0.482979298285149,-6.27841776527998,1.72220098972321,0.348587691783905,1519.05885439265,2.37140064843858,0.3,2.25,1.52,
2320,892.848420001937,659.068436624238,0.490140713205078,-6.26229545010608,1.69556295871735,0.34320068359375,1479.61762487974,2.32531660790865,0.3,2.25,1.52,
2340,880.028028354931,643.397506942081,0.498069777754644,-6.24361801342742,1.66661381721497,0.336892545223236,1438.12539579496,2.2760334591099,0.3,2.25,1.52,
2360,870.281065632789,629.069649787742,0.506249524638628,-6.22415569302585,1.63230240345001,0.32846400141716,1395.49646201244,2.22450336770314,0.3,2.25,1.52,
2380,857.487971703202,613.131445048749,0.51544094294833,-6.20181691543301,1.59949553012848,0.320305526256561,1352.27182633144,2.17127951297091,0.3,2.25,1.52,
2400,844.177877513438,596.531505235038,0.524894462930821,-6.17529914711543,1.56737720966339,0.312078982591629,1310.67561441844,2.11908810267068,0.3,2.25,1.52,
2420,831.068048234175,580.318942105793,0.534345511157493,-6.14746118376383,1.5383552312851,0.304509401321411,1271.26874586011,2.06871881178065,0.3,2.25,1.52,
2440,816.754525000752,570.263937087836,0.544940292559269,-6.1320048940709,1.50822734832764,0.293358623981476,1230.0257876705,2.01498895878436,0.3,2.25,1.52,
2460,802.845228802777,553.137876721832,0.556295797871534,-6.09827863478203,1.47645270824432,0.283991783857346,1187.73459671726,1.95875883037912,0.3,2.25,1.52,
2480,788.601705057729,535.436446520338,0.56851148630739,-6.05990117939278,1.44344544410706,0.273777157068253,1144.8486497483,1.90049727751491,0.3,2.25,1.52,
2500,776.744641890747,517.739434822319,0.580234800404318,-6.01142508849608,1.40734028816223,0.262214243412018,1101.62775870159,1.84044020281121,0.3,2.25,1.52,
2520,764.899061343382,501.69916915911,0.593991249646404,-5.97285920707251,1.37042033672333,0.249639853835106,1060.72486701109,1.78228764533911,0.3,2.25,1.52,
2540,743.364696571484,478.256026037662,0.608930536713177,-5.9173717332389,1.34616959095001,0.24181754887104,1020.32797127958,1.72351839271411,0.3,2.25,1.52,
2560,726.197495129173,465.520432101717,0.624543798796535,-5.87216699827716,1.31575548648834,0.227145373821259,978.705669597716,1.66148721718747,0.3,2.25,1.52,
2580,710.27820465019,446.029810523895,0.640983992902387,-5.80676861557118,1.28266537189484,0.213981613516808,936.389213777586,1.59677669667444,0.3,2.25,1.52,
2600,694.226479837821,426.163923858562,0.658638875252283,-5.73334754374627,1.24816596508026,0.199587300419807,893.65476180826,1.52962067300242,0.3,2.25,1.52,
2620,678.006994711581,405.957053250173,0.677552531643004,-5.6510541024592,1.21273112297058,0.184066414833069,850.656738693814,1.46007627586578,0.3,2.25,1.52,
2640,666.982321404329,387.23019460858,0.696537504112654,-5.56310321466395,1.17112410068512,0.166264116764069,808.2940819771,1.3894649681007,0.3,2.25,1.52,
2660,650.684664861598,374.069756713413,0.717183839622859,-5.49769314044774,1.13466703891754,0.145674005150795,767.535732040488,1.31939960860248,0.3,2.25,1.52,
2680,634.992328393807,354.360609632387,0.739841390615472,-5.39588704991238,1.09810698032379,0.128042668104172,724.374999981605,1.2427257842668,0.3,2.25,1.52,
2700,622.860521244319,337.605051099545,0.748927290300193,-5.29165718137604,1.07433700561523,0.117161817848682,711.159012129595,1.21870189710073,0.3,2.25,1.52,
2720,613.275264392768,327.239327101642,0.755405226988987,-5.2263467793365,1.06953692436218,0.114075854420662,700.690173045615,1.19948093105843,0.3,2.25,1.52,
2740,604.489144192797,318.168698573837,0.761999924208831,-5.17025547113904,1.06574106216431,0.110966458916664,689.99224805654,1.17966051656267,0.3,2.25,1.52,
2760,596.186703883996,309.573016203607,0.768733323325322,-5.11486761590107,1.06130599975586,0.10751124471426,679.1554140793,1.15939384400816,0.3,2.25,1.52,
2780,588.241379699439,301.318947157144,0.775578852432821,-5.05941984848081,1.05627048015594,0.103753291070461,668.243292851589,1.1387893518428,0.3,2.25,1.52,
2800,580.835029852253,293.634029565939,0.781539030771971,-5.00517736695296,1.05177783966064,0.100339397788048,659.063828843968,1.12129960017414,0.3,2.25,1.52,
2820,576.919079215123,286.886525963834,0.786121567840169,-4.95044404667044,1.04472732543945,0.0967478454113007,649.511471146453,1.10294347969796,0.3,2.25,1.52,
2840,572.803737448134,280.904863155697,0.793192008257519,-4.90864705553039,1.03627514839172,0.0923381298780441,639.449941219207,1.083432900654,0.3,2.25,1.52,
2860,566.005827504718,276.944974685154,0.800586413639632,-4.87217111012043,1.02947580814362,0.0859174430370331,629.077777509808,1.06312617587866,0.3,2.25,1.52,
2880,559.346987641666,273.120979122088,0.807425886666223,-4.84589566227834,1.02188777923584,0.0801189541816711,618.510678716186,1.04223014528774,0.3,2.25,1.52,
2900,553.092438340111,266.581610817314,0.814603263974864,-4.79326881116169,1.0148264169693,0.0753659680485725,607.826094429863,1.02088284769168,0.3,2.25,1.52,
2920,546.84153025645,259.979292618799,0.821920401181575,-4.73796078046474,1.00755894184113,0.0703983753919601,597.079693159985,0.99918370491554,0.3,2.25,1.52,
2940,540.644983689632,253.441027243457,0.829357406148309,-4.68120841589432,1.00012743473053,0.0653073713183403,586.313984790234,0.97720932310374,0.3,2.25,1.52,
2960,534.491873484913,246.986488302152,0.836901943486696,-4.62322686465574,0.992599070072174,0.0601234845817089,575.564409785247,0.95502497415421,0.3,2.25,1.52,
2980,528.54222899768,240.492431766012,0.843987502502429,-4.5632599887862,0.985392153263092,0.0553111545741558,565.660339536673,0.934364414200532,0.3,2.25,1.52,
3000,522.685092856406,234.516541285875,0.851156841567879,-4.50549450673373,0.978762984275818,0.0505095012485981,555.775032246122,0.913525414211704,0.3,2.25,1.52,
3020,516.896120920339,228.656440339083,0.858526683224384,-4.44757983603452,0.971856236457825,0.0455779395997524,545.730769243898,0.892122267343587,0.3,2.25,1.52,
3040,511.169743571051,222.678735048193,0.86607042035245,-4.38674873124526,0.964713096618652,0.0406442210078239,535.590583450159,0.870273597258909,0.3,2.25,1.52,
3060,505.475462249012,216.945832703488,0.873759263323827,-4.32612183831561,0.957373857498169,0.0354166552424431,525.427367951177,0.848124821709765,0.3,2.25,1.52,
3080,499.846279855078,211.326144183271,0.881555453652464,-4.26484562679169,0.949887275695801,0.0301463212817907,515.290953702161,0.825776913771365,0.3,2.25,1.52,
3100,494.31091548834,205.5251882032,0.889411083735933,-4.19987498045437,0.94243586063385,0.0251005236059427,505.21571390515,0.80330094045841,0.3,2.25,1.52,
3120,489.622769424783,204.399519974414,0.896972311950487,-4.12768302816252,0.933666348457336,0.0158121436834335,495.227564955609,0.780752199105363,0.3,2.25,1.52,
3140,490.417930998493,204.008341576604,0.904443783508831,-4.16721790183333,0.916186213493347,0.00766167556867003,485.34590938954,0.758173727734733,0.3,2.25,1.52,
3160,487.431647953128,199.620608777872,0.912657990410109,-4.11654167027515,0.904864728450775,0.00193786504678428,475.585351060804,0.735599531890245,0.3,2.25,1.52,
3180,483.534114461793,197.216050090395,0.924426935113567,-4.07949383905309,0.895026445388794,0.000401406607124954,465.956994139196,0.713057067886708,0.3,2.25,1.52,
3200,479.363790841986,196.109686868074,0.936343612674061,-4.06070119748756,0.886173248291016,0.000295016361633316,456.469789609,0.690570026334189,0.3,2.25,1.52,
3220,477.007174504548,195.199757806015,0.946921951967296,-4.04444796858742,0.876276671886444,0.000287731643766165,447.128566156955,0.66815332120019,0.3,2.25,1.52,
3240,476.397419045675,194.581567658957,0.958427778628138,-4.0302188196087,0.86489462852478,0.000287509348709136,437.937169046596,0.645820193007152,0.3,2.25,1.52,
3260,472.95388870358,193.726571094836,0.970390352561536,-4.01600611189511,0.856207013130188,0.000287987902993336,428.898421065324,0.623581992398089,0.3,2.25,1.52,
3280,469.135708006144,192.643351622912,0.981703400373716,-3.99953617360315,0.848560631275177,0.000288653885945678,420.13884740352,0.601760715295645,0.3,2.25,1.52,
3300,465.195294455772,191.450135082201,0.992826192882371,-3.98202391641585,0.841530799865723,0.000289395160507411,411.54220986031,0.58007829265076,0.3,2.25,1.52,
3320,461.185723449175,190.198789176469,1.00394540938075,-3.9638741747847,0.834792494773865,0.00029017697670497,403.047371604513,0.558384014127522,0.3,2.25,1.52,
3340,457.145925161593,188.908889241581,1.01504313204737,-3.9453134594374,0.828268587589264,0.000290987372864038,394.673326204378,0.536728011104118,0.3,2.25,1.52,
3360,453.099191374641,187.592778208246,1.02610882325729,-3.92646947396966,0.821934342384338,0.000291818898404017,386.431455765493,0.515142924626331,0.3,2.25,1.52,
3380,449.061806015097,186.258989496977,1.03712736750352,-3.90743175113926,0.815777897834778,0.000292666460154578,378.332256032675,0.493660693215445,0.3,2.25,1.52,
