"Material Description"
"Number of HRR Curves",4
"Heat Flux",25
"Number of HRR Data Pairs",974
"sec,kw/m2"
0,30.9
.5,46.2
.9,62.8
1.4,94.2
1.9,114
2.3,137.5
2.6,161.8
3,171.1
3.5,186.3
4,192.6
4.5,200.1
4.9,203.9
5.4,210.1
5.9,211.2
6.1,210.5
6.8,208.9
7.7,204.1
8.7,203.4
9.6,198.3
10.5,196
11.6,196
12.7,190.8
13.6,190.1
14.6,188.6
15.6,184.3
16.6,177.3
17.7,177
18.8,175.4
19.7,174.3
20.6,172.5
21.6,170
22.5,169.7
23.8,169.6
24.8,167.1
25.5,167.9
26.6,166.2
27.7,165.8
28.7,161.3
29.6,160.3
30.8,159.6
31.6,160.9
32.6,156.8
33.6,154.6
34.7,153
35.6,154.5
36.7,156.5
37.7,154.9
38.7,154.1
39.7,155.5
40.8,154.5
41.7,151.4
42.8,151.8
43.7,149.9
44.8,150.2
45.8,149.5
46.8,150.6
47.6,148
48.6,147
49.7,146.2
50.6,142.8
51.7,141.4
52.6,139
53.7,134.7
54.7,134.5
55.5,133.6
56.6,131.1
57.7,127.6
58.7,126.4
59.6,123.3
60.7,122.1
61.6,121.8
62.6,119.3
63.5,117.1
64.7,116.6
65.7,115.5
66.6,114.5
67.6,114
68.8,112.8
69.8,112.1
70.5,112
71.6,109.7
72.7,108.5
73.6,108.3
74.6,108
75.6,105.4
76.6,102.1
77.7,101.6
78.8,100.4
79.8,98.5
80.6,98.7
81.6,98.1
82.8,96.6
83.8,95.5
84.6,94.5
85.6,92.6
86.8,92.1
87.8,90.3
88.6,89.7
89.6,88.7
90.7,87.4
91.8,86.9
92.6,86.7
93.7,86.3
94.7,85.2
95.7,84.3
96.7,83.2
97.7,82.1
98.7,81.2
99.7,80.9
100.7,80.4
101.8,79.8
102.8,78.5
103.6,77.4
104.5,76.9
105.8,75.6
106.8,76
107.6,76
108.7,75.5
109.7,76.2
110.7,74.5
111.7,74.9
112.7,75.7
113.7,76
114.6,75.6
115.5,73.9
116.8,73.2
117.8,73.1
118.6,73.6
119.6,73.7
120.7,72.6
121.6,72.5
122.7,71.3
123.7,70.4
124.7,72.2
125.6,73.3
126.6,73.3
127.7,72.8
128.8,71.8
129.6,71.3
130.6,72
131.7,72
132.7,71.3
133.7,71.7
134.5,70.5
135.5,71.6
136.6,72.6
137.6,73.8
138.8,73.2
139.8,73.6
140.6,73.6
141.6,73.6
142.8,72.7
143.9,73.3
144.7,72.9
145.5,72.9
146.6,73
147.7,73.1
148.7,73.4
149.5,73.7
150.6,74.1
151.7,73.7
152.8,74.2
153.8,74.4
154.8,75
155.6,73.1
156.6,73.2
157.8,75.2
158.9,74.6
159.6,74.1
160.5,74.5
161.6,76.1
162.7,76.5
163.7,77.9
164.5,79.4
165.6,78.7
166.6,78.9
167.7,78.2
168.8,78.9
169.9,79.1
170.7,79.6
171.6,80.1
172.6,80.3
173.8,80.5
174.8,80.9
175.5,80.3
176.6,81.3
177.7,81.8
178.5,81.8
179.6,81.9
180.6,81.3
181.6,82
182.7,82.2
183.8,81.9
184.8,83.7
185.7,83.5
186.6,83.1
187.6,83.2
188.8,83
189.7,83.8
190.5,84.7
191.6,84.9
192.7,84.5
193.6,84.1
194.6,84
195.6,84.6
196.6,84.3
197.7,84.6
198.8,85.1
199.6,85.6
200.7,86.7
201.6,86.8
202.6,88.1
203.8,89.6
204.7,89.6
205.5,88.3
206.6,88.5
207.7,88.1
208.8,88.9
209.6,89.6
210.6,90.1
211.6,89.1
212.6,88.3
213.5,88.4
214.8,88.4
215.7,88.3
216.6,88.6
217.6,88.3
218.8,87.9
219.8,86.9
220.5,86.5
221.6,85.6
222.7,87.2
223.8,88.3
224.6,86.4
225.6,87
226.6,87
227.6,86.3
228.5,86.5
229.8,86.6
231.8,88.3
232.3,88.2
232.9,88
233.7,86
234.7,85.7
235.8,85
236.7,85.7
237.7,84.7
238.7,84.8
239.8,84.6
240.8,83.8
241.8,84.1
242.6,84.8
243.6,85.1
244.8,85.4
245.9,86.2
246.6,86.5
247.7,86
248.7,85.9
249.7,86.1
250.7,86.5
251.7,85.9
252.8,86.2
253.6,86
254.6,85.3
255.8,86.9
256.8,86.5
257.6,84.8
258.7,85.6
259.7,86.4
260.7,86.4
261.8,86
262.7,86.4
263.8,87.1
264.6,87
265.6,87
266.8,87.3
267.9,86.8
268.6,86.8
269.6,88.4
270.7,88.8
271.6,89.5
272.7,88.6
273.7,89.6
274.7,89.3
275.7,91.5
276.8,91.9
277.7,91.3
278.8,91
280.8,90.9
281.3,90.4
281.7,91.2
282.7,92.7
283.6,92.8
284.5,94
285.6,94.3
286.6,92.9
287.7,92.8
288.8,94.6
289.8,96.1
290.7,96.1
291.6,96.1
292.6,96.6
293.7,96.6
294.6,97.6
295.7,99.6
296.6,100.1
297.7,100.4
298.6,100.4
299.8,99.9
300.7,99.7
301.8,100.9
302.6,101
303.6,101.2
304.7,100.2
305.6,99.4
306.7,100
307.7,101.6
308.8,104
309.6,106
310.6,108.3
311.8,108.1
312.9,109.3
313.6,109.8
314.5,111
315.5,113.1
316.7,112.2
317.7,113.9
318.8,115.9
319.8,116.1
320.6,116.8
321.6,118.7
322.8,118.8
323.8,119.3
324.6,120.6
325.6,119.8
326.8,119.2
327.9,120.9
328.6,121
329.5,120.1
331.4,120.7
331.9,122.2
332.6,123.1
333.6,122.6
334.7,124.5
335.6,125.7
336.7,125.4
337.7,126.3
338.7,125
339.7,125.9
340.8,127.4
341.7,129.3
342.8,129.2
343.6,127.1
344.5,126.1
345.5,128.1
346.7,130
347.7,132.8
348.8,133.1
349.8,132.1
350.6,132.6
351.6,132.1
352.8,133.1
353.8,133.2
354.6,134.2
355.6,134.4
356.8,137.3
357.8,135.9
358.6,136.5
359.6,136.9
360.7,136.6
361.7,136.9
362.7,140.9
363.7,142.1
364.7,140.7
365.7,144.7
366.8,143.4
367.8,142.7
368.8,144.3
369.6,142.5
370.5,143.1
371.8,142
372.9,143.5
373.7,142.7
374.5,142.9
375.5,142.9
376.7,144.3
377.7,144.4
378.7,144.7
379.7,144.3
381.8,146.5
382.3,144.8
383,145.1
383.7,145.9
384.6,148.7
385.5,147.6
386.8,148.8
387.8,146.6
388.6,147.6
389.5,150
390.5,149.1
391.6,149.4
392.7,148.1
393.7,148.5
394.7,151.2
395.7,152.3
396.8,152.1
397.8,152.4
398.8,150.9
399.6,152
400.5,153.4
401.8,153.4
402.9,153.8
403.7,155.5
404.5,155.3
405.5,155.8
406.6,160.2
407.6,160.7
408.8,158.9
409.8,156.6
410.6,156.7
411.6,155.2
412.7,155.7
413.6,154.5
414.6,156.2
415.5,158.7
416.5,159.5
417.7,160
418.7,159.8
419.5,160.8
420.5,160.9
421.6,162.5
422.6,161.9
423.8,161.8
424.8,162.3
425.6,163.4
426.6,162.4
427.8,162.2
428.8,163.1
431,161.1
431.5,161.9
432,162.8
432.7,163.8
433.6,163.8
434.5,163.8
435.6,163.4
436.6,165.8
437.7,164.5
438.8,166.9
439.9,167.4
440.6,166.9
441.6,166.4
442.5,165.6
443.7,163.9
444.7,163.2
445.5,163.8
446.6,165.9
447.7,165
448.8,162.7
449.5,162.2
450.6,161.6
451.6,161.2
452.7,162
453.8,158.3
454.8,157.4
455.6,157.1
456.6,159
457.7,153.1
458.7,150.6
459.7,153.2
460.6,149.1
461.7,151.8
462.7,151.9
463.7,150
464.5,149.2
465.5,150.8
466.7,151.5
467.8,149.7
468.8,148.3
469.8,146.8
470.6,145.4
471.6,143.6
472.8,143.9
473.9,144.5
474.6,142.3
475.5,143
476.6,140.6
477.7,137.4
478.8,133.5
480.9,134.7
481.4,131.8
481.9,129.5
482.7,128.9
483.8,127.1
484.9,123.5
485.6,122.9
486.6,120.5
487.5,120
488.8,118.4
489.7,116.2
490.5,115.2
491.6,114.5
492.7,111.7
493.7,111.3
494.5,108.1
495.5,108.3
496.6,105.8
497.7,105.8
498.8,102.9
499.8,101.9
500.6,100.5
501.6,99.6
502.8,97.8
503.9,97.6
504.6,95.8
505.5,94.2
506.6,92.5
507.7,91.9
508.7,90.7
509.6,90.8
510.6,88.1
511.6,86
512.7,84.9
513.8,82.6
514.8,81.2
515.6,80.4
516.6,80
517.8,79.8
518.9,79.5
519.7,77.4
520.5,76.9
521.5,75.2
522.7,74.9
523.7,74.1
524.5,73.3
525.5,71.9
526.6,70
527.6,69.2
528.8,69.1
531.1,68.5
531.6,67.6
532,67.2
532.8,67.1
533.8,66.3
534.6,66.9
535.6,66.8
536.8,66.6
537.8,67.4
538.6,67.5
539.6,66.8
540.7,65.7
541.6,65.4
542.7,64.9
543.8,65.3
544.8,66.5
545.6,65.9
546.6,64.6
547.8,65
548.8,64.4
549.6,63.6
550.6,62.8
551.8,63.7
552.8,64.2
553.6,64.2
554.6,63.9
555.7,62.9
556.8,62.6
557.6,63.4
558.7,63.8
559.8,64.5
560.7,63.4
561.6,63.6
562.6,63.4
563.7,62.6
564.6,62.8
565.7,63.2
566.7,63
567.8,62.9
568.6,63.1
569.5,62.4
570.8,62.6
571.8,61.1
572.6,61.6
573.6,62.8
574.8,63.4
575.7,63.2
576.6,61.9
577.7,61.6
578.7,61.1
579.5,62.3
580.5,62.2
581.6,62.2
582.7,60.8
583.6,61.3
584.6,60.9
585.6,60
586.6,61.7
587.7,61.8
588.8,61.4
589.8,61.3
590.6,61.1
591.6,60.6
592.6,61.4
593.8,61.7
594.8,61.5
595.7,61.1
596.6,60.9
597.7,60.8
598.7,60.4
599.6,61.1
600.6,61.5
601.6,61.8
602.7,60.8
603.8,61
604.8,59.9
605.7,60.6
606.6,62
607.6,61.1
608.7,60.2
609.6,60.1
610.5,59.8
611.6,60.6
612.7,60.7
613.7,61.2
614.8,60.8
615.8,59.3
616.8,59.4
617.6,59
618.6,59.7
619.7,60.5
620.6,60.3
621.7,59.9
622.7,59.3
623.7,59.4
624.7,59.1
625.8,60.4
626.7,59.4
627.9,58.6
628.6,59.2
629.6,58.7
632.1,58.2
632.6,58.9
633,59.1
633.8,58.8
634.8,58.3
635.6,58.3
636.6,58.1
637.8,58.7
638.9,59
639.7,59.1
640.5,58.6
641.6,57.8
642.7,57.2
643.6,57.8
644.6,58.6
645.6,58.5
646.6,58.1
647.7,57.4
648.8,57.6
649.8,57.3
650.7,57.9
651.6,58.4
652.6,58.1
653.8,57.4
654.8,56.2
655.7,56.2
656.6,56.2
657.7,57.4
658.7,56.8
659.8,56.2
660.7,56.8
661.8,56
662.6,56.2
663.6,57.7
664.8,57.3
665.7,57.7
666.6,57.5
667.6,56.9
668.8,56.9
669.8,56.9
670.5,57.2
671.6,57.6
672.7,56.7
673.8,57
674.6,56.9
675.6,56.4
676.6,56.7
677.7,57
678.8,56.6
679.8,56.5
680.6,55.9
681.6,55.3
682.7,55.4
683.8,55.8
684.7,56.1
685.5,56.1
686.6,55.9
687.7,55.6
688.7,54.9
689.5,56
690.5,56.5
